"ExcelRow","TipoActivo","Condicion","Antiguedad","Ubicacion","AlturaLibre","AlturaPuerta","Parqueadero","IndiceParqueaderos","AreaVendible","ViasAcceso","CertificacionSostenibilidad","Subarriendo","ExcelComercializacion","ExcelRestitucion","ExcelNormativo","ExcelAmbiental","ExcelGeneral","ExcelLeasingFinanciero","ExcelPlanFlexible","ReglasDRLAplicadas","DeltaRiesgo","ClasificacionDerivada","RequiereRevisionManual","AccionDerivada"
"3975","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","20","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3976","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3977","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Medium Combination Requires Specialist | Bodega Matrix Final Classification Medium","27","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3978","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","27","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3979","BODEGA","USADO","MENOR_5","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","13","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3980","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","25","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3981","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","35","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3982","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","-7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3983","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3984","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3985","BODEGA","USADO","MENOR_5","ZONA_FRANCA","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","-4","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3986","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","8","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3987","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","18","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3988","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3989","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3990","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","25","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3991","BODEGA","USADO","MENOR_5","OTRA_UBICACION","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3992","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","23","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3993","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","TRIPLE_ALTURA","ENTRE_3_5_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","33","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3994","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","MENOR_7","MAYOR_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3995","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","MENOR_7","MAYOR_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","23","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3996","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","MENOR_7","MAYOR_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","33","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3997","BODEGA","USADO","MENOR_5","ZONA_FRANCA","MENOR_7","MAYOR_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Favorable","14","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"3998","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","MENOR_7","MAYOR_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","26","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"3999","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","MENOR_7","MAYOR_4_5","NO","","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability No | Bodega Matrix Final Classification Medium","36","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
